255,0 ,0
255, 255, 0
0, 255, 0
0, 255, 255
0, 0, 255
150, 200, 100
100, 100, 100
0, 190, 255
255, 255, 255
50, 255, 255
0, 0, 0
0, 255, 50
0, 0, 255
72, 118, 255
135, 206, 235
244, 164, 96
0, 100, 0
128, 128, 0
50, 205, 50
255, 140, 0
255, 160, 122
255, 165, 0
255, 20, 147
255, 0, 255
0, 255, 255
